epoch,variant,train_huber_mean,train_huber_min,train_huber_max,val_mae,val_mse,val_pearson,val_spearman,val_top_risk_auroc,val_top_risk_auprc,best_val_mae,improved_by_val_mae,epochs_without_improvement,learning_rate
0,A3_no_analytical_psf,0.008706730882035784,0.0013990377774462104,0.09574125707149506,0.09643858234079399,0.034068574409177745,0.9641244605395323,0.9157372800041622,0.9759305628659436,0.7758380680574883,0.09643858234079399,True,0,0.0001
1,A3_no_analytical_psf,0.0071249517957755835,0.001420699991285801,0.06250353157520294,0.10645436117954366,0.03593568297444096,0.9663885155646735,0.9423160265094959,0.9796784586438462,0.8175063378132938,0.09643858234079399,False,1,0.0001
2,A3_no_analytical_psf,0.006728807578686637,0.001320775132626295,0.07235643267631531,0.08927488593023247,0.030192287892715556,0.9679960306139206,0.9431063844897155,0.9794256093580246,0.8147001654778439,0.08927488593023247,True,0,0.0001
3,A3_no_analytical_psf,0.006509202984373339,0.0010891163256019354,0.07083149999380112,0.08764086801930296,0.02869025956114574,0.9694729242068689,0.9417257079039437,0.9812347580008429,0.8348094760223377,0.08764086801930296,True,0,0.0001
4,A3_no_analytical_psf,0.006387337535469381,0.0012506330385804176,0.05922645330429077,0.10691259257615099,0.03543882014311407,0.9656123708991134,0.9327984875960963,0.9794169073316891,0.8160180384340041,0.08764086801930296,False,1,0.0001
5,A3_no_analytical_psf,0.006259445286557358,0.001247814972884953,0.048850249499082565,0.08516336077727794,0.027966411600461035,0.9702487465219463,0.9435609284267259,0.9816066191137376,0.8394691188058152,0.08516336077727794,True,0,0.0001
6,A3_no_analytical_psf,0.006210888299629746,0.0011081573320552707,0.05405297502875328,0.09265941127581354,0.030969966974911566,0.969401213139204,0.950164551999725,0.9814066039036065,0.8357402751154329,0.08516336077727794,False,1,0.0001
7,A3_no_analytical_psf,0.006154108236705867,0.001168605755083263,0.0517704151570797,0.08691062055264182,0.02885694213242118,0.9697968820097357,0.9458274088426837,0.9811085389457486,0.8268199235091298,0.08516336077727794,False,2,0.0001
8,A3_no_analytical_psf,0.006113051194011535,0.0011118815746158361,0.0537131130695343,0.08741555078258198,0.028682163980947077,0.9696230572015837,0.9441866149568233,0.9809693735513573,0.8263198909947991,0.08516336077727794,False,3,0.0001
9,A3_no_analytical_psf,0.006048975201074741,0.0009344644495286047,0.05134762078523636,0.08874040504986538,0.029889431145444324,0.9681693196963295,0.9485410931821665,0.9791641095133364,0.8139467178287,0.08516336077727794,False,4,0.0001
10,A3_no_analytical_psf,0.006035639842655393,0.0008259095484390855,0.05609777569770813,0.08653408150802833,0.02795006517091872,0.9707236654630764,0.9525081408017021,0.9817712279092675,0.838419656917627,0.08516336077727794,False,5,0.0001
11,A3_no_analytical_psf,0.006006724409559058,0.0010410158429294825,0.050466448068618774,0.08436231292685209,0.02718020288328299,0.9712180627790055,0.9503715115266719,0.9821764677526337,0.8452595602995309,0.08436231292685209,True,0,0.0001
12,A3_no_analytical_psf,0.0059298945012243994,0.0008411396411247551,0.04837259650230408,0.08511188992506961,0.027364662646399376,0.9717099852525238,0.9511959948580345,0.9825621713664201,0.8424136502504155,0.08436231292685209,False,1,0.0001
13,A3_no_analytical_psf,0.005911286056682549,0.0010540371295064688,0.044184498488903046,0.08448757615439104,0.027628260628104945,0.9708459273529726,0.9449911703163197,0.9819816928766789,0.8423260712279494,0.08436231292685209,False,2,0.0001
14,A3_no_analytical_psf,0.005850531855746987,0.0009983499767258763,0.04900702089071274,0.08501069207703307,0.02690725886670599,0.9713570629001341,0.9481587597228409,0.9825806780369016,0.8479067356908561,0.08436231292685209,False,3,0.0001
15,A3_no_analytical_psf,0.005848429065696212,0.0009234322351403534,0.048976436257362366,0.08443117669651938,0.02716704219543035,0.9711732134118392,0.9485070381856529,0.9824305535261625,0.8460099321341513,0.08436231292685209,False,4,0.0001
16,A3_no_analytical_psf,0.005859000371516533,0.0009893079986795783,0.040802109986543655,0.08094992906593132,0.02585351995677952,0.9726616973757362,0.9486384088247504,0.9829468895237595,0.8490512062698544,0.08094992906593132,True,0,0.0001
17,A3_no_analytical_psf,0.005803667981035972,0.0010665366426110268,0.04998386651277542,0.08299981828900538,0.026719709366518966,0.9720942191859632,0.9364977543494816,0.982892760577945,0.8471229096495294,0.08094992906593132,False,1,0.0001
18,A3_no_analytical_psf,0.005806434907159275,0.0010532542364671826,0.04485276713967323,0.08478455643818637,0.02723524017650393,0.971662103413485,0.941531276217553,0.9824960613176495,0.8448436428527841,0.08094992906593132,False,2,0.0001
19,A3_no_analytical_psf,0.005775987724977952,0.0010267283068969846,0.05054697021842003,0.09232314364195157,0.029857699163427318,0.9691328186014825,0.9456342531301293,0.9815586822479798,0.8367777624730465,0.08094992906593132,False,3,0.0001
20,A3_no_analytical_psf,0.005773899238264673,0.0008960437262430787,0.04738100618124008,0.08296918385810248,0.026130651304373743,0.9726016067065859,0.9503737578660257,0.9827852366333173,0.8464790082617869,0.08094992906593132,False,4,0.0001
21,A3_no_analytical_psf,0.005733443300081359,0.0008982517174445093,0.04822709038853645,0.08657196530058368,0.02789642665503314,0.9720094903332808,0.9490136476528226,0.9828435432674757,0.8463263291026835,0.08094992906593132,False,5,0.0001
22,A3_no_analytical_psf,0.005739446209019582,0.000875067722517997,0.054504238069057465,0.08453708402512562,0.026904024693111674,0.9724770114769484,0.9506394136536869,0.9828967049702516,0.8478261509696262,0.08094992906593132,False,6,0.0001
23,A3_no_analytical_psf,0.005711922492484524,0.000936631578952074,0.04563216492533684,0.08340858799844122,0.02721677707461041,0.971732316978802,0.9440108493504797,0.9825890548665218,0.8466580776970976,0.08094992906593132,False,7,0.0001
24,A3_no_analytical_psf,0.005694442219940251,0.0009738756343722343,0.047693584114313126,0.0821101242892831,0.025968305682278755,0.9724899236294147,0.9488387809223559,0.9827220288455825,0.8476542930181332,0.08094992906593132,False,8,0.0001
